account_id,user_id,bank_id,account_number,account_type,balance,account_status,opening_date
ACC00710,U04533,B026,239299277389,Savings,203050,Active,5/12/2014
ACC00711,U02044,B011,854848501697,Savings,58722,Active,12/10/2015
ACC00712,U03341,B008,421068574857,Savings,33177,Active,9/1/2013
ACC00713,U00269,B024,919253094532,Savings,9115,Active,5/17/2014
ACC00714,U01624,B003,825767940165,Savings,31810,Active,5/1/2015
ACC00715,U00280,B016,746090570864,Savings,414187,Active,11/16/2014
ACC00716,U00932,B010,955193182431,Savings,448967,Active,10/20/2020
ACC00717,U00569,B027,150923303114,Savings,293482,Active,1/13/2019
ACC00718,U00195,B006,871284640765,Savings,213678,Active,2/14/2013
ACC00719,U01436,B007,601173525603,Savings,492361,Active,4/29/2013
ACC00720,U03779,B026,361841280154,Savings,225061,Active,8/22/2016
ACC00721,U02800,B004,990133653779,Savings,465698,Active,7/31/2014
ACC00722,U03756,B024,377238699492,Savings,170128,Active,8/10/2013
ACC00723,U04370,B020,814932176817,Savings,254973,Active,8/22/2012
ACC00724,U03000,B012,847328931331,Savings,121051,Active,9/13/2013
ACC00725,U01566,B001,983624890319,Savings,137273,Active,7/14/2014
ACC00726,U01820,B029,368900743633,Savings,223898,Active,12/9/2011
ACC00727,U02670,B028,527795125600,Current,35726,Active,6/1/2018
ACC00728,U02567,B019,492265665759,Savings,4708,Active,11/16/2013
ACC00729,U01604,B002,370731758000,Savings,142443,Active,9/29/2018
ACC00730,U04759,B013,250122712171,Savings,201870,Active,7/10/2012
ACC00731,U02120,B023,337470996891,Savings,454349,Active,12/26/2010
ACC00732,U00040,B024,259947521414,Savings,214854,Active,8/7/2024
ACC00733,U03558,B028,553906358466,Savings,179362,Active,5/2/2021
ACC00734,U00714,B018,147663786114,Savings,206099,Active,9/24/2013
ACC00735,U00075,B018,346369056064,Savings,212459,Active,10/28/2011
ACC00736,U04491,B029,950251620574,Current,263361,Active,4/4/2015
ACC00737,U01992,B014,731445215152,Current,116947,Active,1/1/2017
ACC00738,U02962,B024,182416852417,Savings,491507,Active,6/5/2021
ACC00739,U03328,B020,421324611048,Savings,21674,Active,3/3/2016
ACC00740,U04087,B011,325743087099,Savings,142737,Active,11/11/2017
ACC00741,U04835,B015,617012323583,Current,54694,Active,11/25/2011
ACC00742,U00957,B022,900337691997,Savings,266889,Active,6/4/2014
ACC00743,U03726,B007,953126601705,Savings,90101,Active,5/25/2022
ACC00744,U04314,B019,706166125104,Savings,49716,Active,12/27/2011
ACC00745,U02909,B010,320106163458,Savings,25010,Active,3/10/2011
ACC00746,U04239,B017,122644240089,Savings,492123,Active,5/13/2013
ACC00747,U04830,B008,538296258287,Savings,430573,Active,10/26/2017
ACC00748,U02641,B029,458823013516,Savings,20334,Active,9/11/2012
ACC00749,U01615,B025,971208034311,Savings,187589,Active,2/14/2013
ACC00750,U01624,B005,618674837511,Savings,486283,Active,11/5/2022
ACC00751,U00119,B030,309409445803,Savings,217111,Active,7/6/2018
ACC00752,U02789,B030,724757258541,Savings,42744,Active,4/17/2015
ACC00753,U02088,B013,802653570764,Savings,469263,Active,1/17/2019
ACC00754,U02631,B023,822279881205,Savings,90694,Active,5/6/2012
ACC00755,U04289,B018,759997642554,Savings,344116,Active,9/14/2019
ACC00756,U04412,B018,827769405525,Savings,41413,Active,12/19/2015
ACC00757,U02988,B005,778781398400,Savings,475690,Active,10/6/2014
ACC00758,U04688,B030,393104136376,Savings,378534,Active,5/4/2015
ACC00759,U04552,B026,338079851966,Current,302539,Active,4/7/2013
ACC00760,U00750,B009,582375226348,Savings,283601,Active,1/20/2020
ACC00761,U01865,B018,755908994890,Savings,303144,Active,3/27/2018
ACC00762,U03014,B009,156821062218,Savings,11904,Active,8/11/2016
ACC00763,U03716,B008,491171819418,Savings,489623,Active,7/12/2017
ACC00764,U01950,B002,854074142370,Savings,129039,Active,8/13/2013
ACC00765,U00320,B015,758654793660,Savings,379626,Active,7/29/2012
ACC00766,U03295,B010,758951937296,Savings,330939,Active,10/24/2012
ACC00767,U00792,B029,883200228349,Savings,190486,Active,5/25/2016
ACC00768,U01922,B007,182833652673,Savings,75046,Active,8/25/2022
ACC00769,U04201,B020,780011846819,Savings,140241,Active,12/30/2010
ACC00770,U00105,B013,664387587823,Savings,458663,Active,2/13/2011
ACC00771,U01963,B004,851480502055,Savings,95575,Active,1/11/2012
ACC00772,U04872,B026,937111286384,Savings,107290,Active,1/25/2013
ACC00773,U00162,B016,536535452055,Savings,422871,Active,9/1/2018
ACC00774,U02575,B001,790877458745,Savings,400518,Active,8/27/2010
ACC00775,U04378,B020,475847187730,Savings,322284,Active,8/27/2011
ACC00776,U01658,B012,421242364001,Savings,465210,Active,1/20/2012
ACC00777,U02802,B007,444618861341,Savings,35299,Active,9/11/2010
ACC00778,U01331,B030,221926801953,Savings,217919,Active,10/11/2018
ACC00779,U04891,B003,714643293446,Savings,84723,Active,6/9/2017
ACC00780,U00767,B022,428041413120,Savings,441705,Active,8/11/2013
ACC00781,U02976,B019,349439051779,Savings,58742,Active,11/19/2015
ACC00782,U00261,B009,390564595813,Savings,168181,Active,3/19/2012
ACC00783,U03024,B020,884155695708,Savings,5900,Active,5/4/2012
ACC00784,U02411,B028,793822297052,Savings,411307,Active,4/7/2018
ACC00785,U03747,B002,661991906410,Savings,119907,Active,6/7/2017
ACC00786,U02879,B015,157007054237,Savings,291503,Active,10/10/2011
ACC00787,U04844,B025,439503247158,Savings,153032,Active,9/8/2021
ACC00788,U00966,B021,839732508873,Savings,170891,Active,7/28/2010
ACC00789,U00259,B001,600178871437,Savings,28920,Active,2/3/2022
ACC00790,U04270,B016,733865931588,Savings,449842,Active,12/28/2016
ACC00791,U02720,B009,717989647475,Current,53851,Active,7/12/2012
ACC00792,U03149,B021,383966891407,Savings,316180,Active,9/12/2021
ACC00793,U03412,B026,853133286286,Savings,263465,Active,8/30/2012
ACC00794,U00534,B023,498899925192,Savings,116377,Active,11/26/2018
ACC00795,U01930,B009,332384205247,Savings,386439,Active,11/14/2019
ACC00796,U02153,B013,540290746752,Savings,447992,Active,10/4/2022
ACC00797,U00600,B001,927571795171,Savings,104304,Active,4/17/2021
ACC00798,U01323,B013,467940680035,Savings,288747,Active,3/31/2020
ACC00799,U01238,B012,696973914357,Savings,218817,Active,9/21/2011
ACC00800,U04187,B022,737431763230,Savings,282420,Active,5/5/2013
ACC00801,U01243,B004,599471621793,Savings,457588,Active,9/5/2014
ACC00802,U02249,B029,523962649017,Savings,492186,Active,4/15/2010
ACC00803,U00037,B019,467969800432,Current,251949,Active,4/7/2011
ACC00804,U01390,B006,930583798546,Savings,429922,Active,7/5/2013
ACC00805,U02082,B014,354385851459,Savings,374660,Active,2/23/2010
ACC00806,U02025,B011,360469434133,Savings,285881,Active,5/24/2024
ACC00807,U04696,B007,470561719402,Savings,63554,Active,6/3/2016
ACC00808,U04903,B002,519547438661,Savings,428670,Active,4/29/2010
ACC00809,U01088,B005,772118253418,Savings,171957,Active,1/6/2013
ACC00810,U04723,B028,857114085372,Savings,380153,Active,1/25/2010
ACC00811,U03242,B001,140173657167,Savings,477879,Active,12/10/2019
ACC00812,U04349,B020,245899941491,Savings,387307,Active,9/26/2014
ACC00813,U04082,B009,864095171629,Savings,444661,Active,2/11/2014
ACC00814,U04804,B027,802608225361,Savings,79474,Active,9/14/2015
ACC00815,U03241,B009,861411188916,Savings,385709,Active,3/4/2012
ACC00816,U02461,B007,477354346398,Savings,152190,Active,2/3/2014
ACC00817,U00699,B007,888403945316,Savings,464306,Active,12/25/2017
ACC00818,U04701,B016,784113762146,Savings,214835,Active,5/14/2013
ACC00819,U01103,B027,515834723982,Savings,285793,Active,11/19/2019
ACC00820,U01947,B016,263578037663,Savings,319505,Active,6/27/2010
ACC00821,U01116,B003,157007458048,Savings,32928,Active,6/6/2013
ACC00822,U02012,B006,142860703170,Savings,248701,Active,7/20/2020
ACC00823,U01725,B029,989340100584,Savings,448762,Active,7/5/2015
ACC00824,U04012,B026,444302343997,Savings,488672,Active,6/4/2018
ACC00825,U00896,B011,271965659705,Savings,132947,Active,1/14/2010
ACC00826,U04204,B020,966758197446,Savings,389601,Active,6/10/2012
ACC00827,U00956,B025,757100132008,Savings,5368,Active,7/14/2018
ACC00828,U03069,B017,771211653402,Savings,166246,Active,8/19/2013
ACC00829,U00173,B007,512376565794,Savings,373046,Active,7/22/2015
ACC00830,U01349,B025,993703095371,Savings,460576,Active,9/23/2014
ACC00831,U04768,B025,438728017110,Current,469365,Active,2/15/2012
ACC00832,U01587,B009,419410838099,Savings,56996,Active,11/15/2013
ACC00833,U01599,B012,136717194870,Savings,296853,Active,8/23/2015
ACC00834,U04472,B028,927447558987,Savings,446009,Active,2/21/2025
ACC00835,U03759,B016,391582337187,Savings,370385,Active,12/10/2011
ACC00836,U01987,B028,265636043754,Savings,400356,Active,3/8/2021
ACC00837,U03325,B013,330849738942,Savings,106956,Active,1/26/2016
ACC00838,U03728,B019,636370399778,Savings,99059,Active,5/23/2013
ACC00839,U04244,B008,299368634718,Savings,221712,Active,11/9/2012
ACC00840,U01809,B020,242222405670,Savings,66939,Active,10/12/2011
ACC00841,U00529,B013,272637656978,Savings,237315,Active,7/28/2019
ACC00842,U01407,B009,768013773620,Savings,359092,Active,4/29/2011
ACC00843,U02936,B023,529038171609,Savings,133220,Active,11/24/2019
ACC00844,U02562,B007,247842229108,Savings,389632,Active,7/24/2013
ACC00845,U01566,B009,698399457630,Savings,87545,Active,9/13/2022
ACC00846,U04802,B018,918576970276,Savings,205270,Active,10/5/2012
ACC00847,U04534,B026,934416741166,Savings,480757,Active,4/17/2017
ACC00848,U04953,B011,363814636159,Savings,332138,Active,11/13/2016
ACC00849,U01102,B017,989397760706,Savings,189652,Active,1/14/2012
ACC00850,U00947,B015,396538566170,Savings,346487,Active,5/23/2011
ACC00851,U03240,B021,613939219529,Savings,185021,Active,3/14/2017
ACC00852,U01911,B021,722038700134,Savings,214051,Active,6/8/2017
ACC00853,U01769,B011,155150660475,Savings,437494,Active,5/13/2013
ACC00854,U02474,B019,689973014606,Savings,135557,Active,9/23/2012
ACC00855,U02639,B020,905312436453,Savings,422949,Active,10/25/2015
ACC00856,U00633,B008,881078954037,Savings,326813,Active,2/19/2024
ACC00857,U00773,B015,860973960438,Savings,236548,Active,5/5/2013
ACC00858,U00319,B005,867829340096,Savings,458231,Inactive,2/29/2024
ACC00859,U01051,B009,122341030127,Savings,201277,Active,10/1/2023
ACC00860,U04658,B027,793879352486,Savings,273197,Active,6/25/2020
ACC00861,U02186,B026,215397722662,Savings,388938,Active,10/7/2018
ACC00862,U04095,B012,428581115233,Savings,93217,Active,4/29/2021
ACC00863,U03348,B022,412373207063,Savings,423435,Active,6/1/2010
ACC00864,U02620,B020,814953714194,Savings,158903,Active,3/19/2015
ACC00865,U01413,B007,193937203925,Savings,277202,Active,7/24/2019
ACC00866,U00910,B015,434613888157,Savings,150500,Active,6/8/2010
ACC00867,U03656,B026,757389102524,Savings,486559,Active,1/28/2014
ACC00868,U03525,B002,542024814143,Savings,382524,Active,8/19/2010
ACC00869,U01633,B025,978616842943,Savings,191852,Active,6/7/2015
ACC00870,U04438,B008,873722514178,Savings,444057,Active,12/28/2015
ACC00871,U04073,B012,562120707549,Savings,289914,Active,11/23/2023
ACC00872,U02293,B017,705675646784,Savings,100304,Active,10/22/2018
ACC00873,U04361,B024,680907672811,Savings,27805,Active,12/27/2018
ACC00874,U01627,B007,994950633620,Savings,155045,Active,12/26/2020
ACC00875,U04829,B011,618346230902,Savings,84361,Active,4/13/2014
ACC00876,U04147,B019,549999315554,Savings,175987,Active,9/6/2017
ACC00877,U04698,B009,180969153744,Savings,291444,Active,7/24/2011
ACC00878,U04115,B012,140798625315,Savings,65637,Active,9/16/2018
ACC00879,U01524,B025,235645383354,Savings,91015,Active,12/10/2015
ACC00880,U01178,B019,656321084163,Savings,157517,Active,6/17/2012
ACC00881,U01630,B011,491347109084,Savings,151340,Inactive,4/6/2017
ACC00882,U03771,B030,295054439985,Savings,449721,Active,6/23/2020
ACC00883,U01009,B017,305252692759,Current,105186,Active,7/2/2020
ACC00884,U01963,B028,447550540600,Savings,108017,Active,6/27/2018
ACC00885,U00458,B006,410162500747,Savings,125294,Active,5/5/2011
ACC00886,U02881,B006,862138566696,Savings,61455,Active,4/3/2015
ACC00887,U02273,B016,997270141175,Savings,218353,Active,6/26/2010
ACC00888,U00703,B017,498182629271,Savings,146890,Active,12/16/2011
ACC00889,U04208,B004,168194397930,Savings,314473,Active,12/5/2019
ACC00890,U04879,B009,629984832361,Savings,318217,Active,3/2/2010
ACC00891,U04890,B014,564271857248,Savings,110351,Active,7/18/2010
ACC00892,U01527,B024,403020364338,Savings,80054,Active,11/19/2014
ACC00893,U00311,B007,409186130443,Savings,382397,Active,1/9/2024
ACC00894,U02869,B021,955311907680,Savings,192891,Active,6/11/2015
ACC00895,U03488,B007,110774249405,Savings,10105,Active,6/23/2015
ACC00896,U01060,B028,260838648134,Current,236377,Active,9/10/2013
ACC00897,U04950,B007,925746889671,Savings,8401,Active,3/10/2020
ACC00898,U03045,B009,503584941597,Savings,39044,Active,11/29/2011
ACC00899,U00820,B014,608274573846,Savings,132739,Active,10/1/2017
ACC00900,U03740,B030,966350443676,Savings,159151,Active,7/1/2011
ACC00901,U03538,B007,857108552974,Savings,182168,Active,4/17/2019
ACC00902,U03611,B018,524142226622,Savings,207300,Active,11/4/2010
ACC00903,U00511,B026,997914704546,Savings,126847,Active,5/19/2010
ACC00904,U01654,B013,618636855991,Savings,36538,Active,8/10/2010
ACC00905,U02476,B007,136455137543,Savings,176033,Active,3/13/2010
ACC00906,U01995,B016,628725856985,Savings,465885,Active,9/11/2018
ACC00907,U03781,B005,292114029512,Savings,35170,Active,8/3/2017
ACC00908,U04321,B024,742288382881,Savings,357871,Active,11/11/2013
ACC00909,U01851,B014,209689901855,Savings,390864,Active,10/2/2017
ACC00910,U04257,B003,237442875541,Savings,141723,Active,2/5/2016
ACC00911,U03820,B030,292652668142,Savings,390253,Active,10/7/2013
ACC00912,U01946,B022,926286680187,Savings,306621,Active,8/13/2020
ACC00913,U01565,B012,734508664406,Savings,239158,Active,2/19/2019
ACC00914,U03769,B007,112827007947,Savings,305101,Active,1/25/2012
ACC00915,U03334,B023,148742196081,Savings,363645,Active,1/21/2015
ACC00916,U03404,B002,604856925333,Savings,419683,Active,1/30/2015
ACC00917,U00655,B022,122383885975,Savings,211060,Active,6/15/2018
ACC00918,U00096,B003,194246904589,Savings,211324,Active,12/30/2013
ACC00919,U02982,B001,655759314528,Savings,243654,Active,4/18/2013
ACC00920,U00511,B007,471500515135,Savings,330724,Active,7/11/2019
ACC00921,U03015,B026,310988441942,Savings,88714,Active,10/27/2018
ACC00922,U00316,B007,424466171539,Savings,256175,Active,3/10/2023
ACC00923,U02385,B006,619348962424,Savings,443294,Active,9/3/2012
ACC00924,U03010,B013,842014478379,Savings,351936,Active,9/27/2023
ACC00925,U01203,B020,569530864513,Savings,20608,Active,11/5/2018
ACC00926,U01074,B012,945614618239,Savings,44502,Active,8/28/2020
ACC00927,U03671,B003,429208866172,Savings,493153,Active,3/23/2013
ACC00928,U04676,B007,123452243408,Savings,82481,Active,2/10/2018
ACC00929,U01385,B030,386402777268,Savings,126801,Active,1/25/2016
ACC00930,U00848,B022,369449408326,Savings,464655,Active,9/28/2019
ACC00931,U03907,B028,786529173427,Savings,466853,Active,10/11/2019
ACC00932,U00593,B003,162565082077,Savings,369636,Active,6/11/2022
ACC00933,U03145,B013,856688033342,Savings,318204,Active,8/13/2014
ACC00934,U04755,B019,836840610795,Savings,109245,Active,3/18/2015
ACC00935,U01839,B020,615503249671,Savings,191315,Active,10/11/2011
ACC00936,U00116,B003,617626036725,Savings,449126,Active,6/15/2012
ACC00937,U04144,B024,789791914417,Savings,122919,Active,4/25/2017
ACC00938,U01358,B002,655077291994,Savings,445264,Active,10/17/2022
ACC00939,U02754,B004,124296195118,Savings,193977,Active,2/24/2015
ACC00940,U02293,B027,459043078890,Savings,380874,Active,12/16/2021
ACC00941,U02351,B006,489269728730,Savings,384638,Active,8/22/2013
ACC00942,U03434,B024,345998580430,Savings,235550,Active,3/5/2012
ACC00943,U04015,B029,633779690408,Savings,483995,Active,12/29/2017
ACC00944,U00256,B007,964671899373,Savings,73180,Active,8/28/2014
ACC00945,U02484,B011,565357166888,Savings,477118,Active,1/30/2010
ACC00946,U00349,B001,981495379357,Savings,313429,Active,3/14/2015
ACC00947,U00123,B020,960881071900,Savings,484686,Active,5/17/2019
ACC00948,U02032,B010,968070517036,Savings,214981,Active,5/21/2015
ACC00949,U00312,B014,850367662604,Savings,258288,Active,7/25/2016
ACC00950,U03559,B003,618145443773,Savings,369384,Active,8/25/2015
ACC00951,U01148,B023,457832347501,Savings,460054,Inactive,1/29/2017
ACC00952,U04870,B005,226814995457,Savings,183177,Active,12/7/2014
ACC00953,U01367,B015,374539137885,Savings,486622,Active,6/16/2012
ACC00954,U00857,B010,529415677821,Savings,421908,Active,10/18/2013
ACC00955,U03493,B011,207674386694,Savings,276011,Active,7/24/2011
ACC00956,U04067,B019,656899188229,Current,427520,Active,10/5/2022
ACC00957,U01355,B022,855125400900,Savings,205901,Inactive,6/14/2014
ACC00958,U02256,B002,688202400648,Savings,322219,Active,10/2/2010
ACC00959,U00448,B029,195734250728,Savings,340923,Active,12/19/2014
ACC00960,U01021,B002,884007037215,Savings,119042,Active,5/7/2012
ACC00961,U01612,B019,659555341187,Savings,80027,Active,9/20/2014
ACC00962,U04097,B006,489803704851,Savings,266996,Active,5/25/2012
ACC00963,U03852,B018,196695530570,Savings,319926,Active,12/2/2016
ACC00964,U01200,B016,112123999328,Current,139398,Active,4/28/2016
ACC00965,U00603,B016,980238528632,Savings,343339,Active,2/5/2010
ACC00966,U02940,B007,573180642651,Savings,274378,Active,5/10/2024
ACC00967,U04568,B024,446319421435,Savings,290634,Active,8/1/2016
ACC00968,U04062,B024,294188629935,Current,100924,Active,7/29/2012
ACC00969,U01632,B016,219665009450,Savings,202010,Active,11/9/2023
ACC00970,U04983,B011,517430415850,Savings,277630,Active,9/7/2010
ACC00971,U01935,B002,292333502324,Savings,206281,Active,7/8/2011
ACC00972,U00688,B012,662550585917,Savings,168733,Active,5/20/2021
ACC00973,U01237,B008,407337846276,Savings,341051,Active,12/10/2010
ACC00974,U04821,B025,322310055267,Savings,393244,Active,3/25/2014
ACC00975,U01495,B029,778125858414,Savings,203986,Active,4/15/2015
ACC00976,U00711,B010,626853708808,Savings,141871,Active,10/24/2019
ACC00977,U03681,B013,255536530254,Savings,475095,Active,3/14/2011
ACC00978,U02172,B026,969545676813,Savings,465502,Active,6/27/2011
ACC00979,U02663,B030,296417775439,Savings,220734,Active,3/12/2011
ACC00980,U04391,B010,979088024008,Savings,418974,Active,11/14/2018
ACC00981,U03595,B006,164360267843,Savings,38250,Active,5/28/2014
ACC00982,U04945,B008,180217709123,Savings,219794,Active,9/8/2016
ACC00983,U00086,B008,169471720938,Savings,478022,Active,1/22/2016
ACC00984,U00059,B006,680664933415,Savings,144947,Active,6/4/2011
ACC00985,U03614,B011,711444782211,Savings,357718,Active,12/13/2012
ACC00986,U04707,B003,270649394319,Savings,66274,Active,4/4/2018
ACC00987,U01861,B005,655198338226,Savings,462043,Active,7/13/2017
ACC00988,U02347,B023,962899099222,Savings,374345,Active,4/23/2017
ACC00989,U01545,B022,635969569107,Savings,99367,Active,9/27/2018
ACC00990,U04378,B012,732113195183,Savings,170640,Active,3/13/2013
ACC00991,U04991,B019,317352647601,Savings,482918,Active,7/7/2018
ACC00992,U01098,B002,991164173487,Savings,482284,Active,7/1/2018
ACC00993,U04094,B005,106359163149,Savings,138302,Active,5/23/2019
ACC00994,U02310,B030,281065294969,Savings,219669,Active,5/14/2010
ACC00995,U02458,B026,668527284985,Savings,226834,Active,9/4/2022
ACC00996,U03259,B006,659279751463,Savings,15900,Active,2/8/2019
ACC00997,U03928,B002,422861433908,Savings,81152,Active,11/10/2021
ACC00998,U01161,B010,245566092546,Savings,53705,Active,4/7/2010
ACC00999,U03730,B014,119838574045,Savings,61467,Active,12/1/2021
ACC01000,U03318,B016,242025678027,Savings,13148,Active,8/13/2018
ACC01001,U02801,B010,425170727105,Savings,149587,Active,9/12/2019
ACC01002,U02858,B022,374584919413,Savings,212622,Active,5/21/2012
ACC01003,U01486,B026,931363395263,Savings,203973,Active,11/15/2014
ACC01004,U04033,B004,403279405602,Savings,423325,Active,12/18/2016
ACC01005,U00835,B020,932233632941,Savings,109646,Active,9/1/2013
ACC01006,U02111,B021,659209166987,Savings,440596,Active,11/4/2019
ACC01007,U00782,B021,955409890389,Savings,332320,Active,3/1/2021
ACC01008,U01345,B030,245653960509,Savings,336719,Active,7/27/2010
ACC01009,U02816,B002,714486580470,Savings,379666,Active,12/26/2011
ACC01010,U01634,B008,680084692986,Savings,223919,Active,12/3/2018
ACC01011,U01373,B018,214341548237,Savings,6617,Active,4/8/2016
ACC01012,U03412,B021,298322101506,Savings,363755,Active,12/11/2011
ACC01013,U03332,B009,206961903120,Savings,175603,Active,11/10/2014
ACC01014,U04962,B011,814908341400,Savings,332211,Active,5/20/2011
ACC01015,U03521,B010,833970318378,Savings,421605,Active,3/5/2013
ACC01016,U00969,B030,342794298305,Savings,322175,Active,9/10/2014
ACC01017,U03498,B027,582217993966,Savings,242465,Active,8/17/2015
ACC01018,U02169,B002,888989673981,Savings,281293,Active,9/19/2011
ACC01019,U02236,B021,649935041113,Current,398084,Active,8/27/2011
ACC01020,U03758,B017,207271286181,Savings,357450,Active,7/2/2019
ACC01021,U00890,B020,377613299607,Savings,179602,Active,8/24/2010
ACC01022,U03727,B013,508184352970,Savings,159546,Active,2/21/2012
ACC01023,U04510,B015,787268725148,Savings,54723,Active,11/5/2015
ACC01024,U02815,B006,429029446317,Savings,296387,Active,4/12/2022
ACC01025,U01760,B007,782774561453,Savings,113444,Active,5/31/2015
ACC01026,U01681,B029,226591660267,Current,152607,Active,2/3/2010
ACC01027,U02853,B010,472863267046,Savings,396402,Active,5/26/2011
ACC01028,U00912,B006,567368519863,Savings,156387,Active,6/27/2012
ACC01029,U01746,B002,983067801255,Savings,147499,Active,6/5/2019
ACC01030,U04500,B026,175145331231,Savings,424869,Active,1/8/2021
ACC01031,U02057,B002,392092888677,Savings,148982,Active,5/7/2010
ACC01032,U04099,B014,330548723661,Savings,280586,Active,7/6/2013
ACC01033,U01555,B026,914866843165,Savings,465156,Active,8/30/2021
ACC01034,U01155,B006,776998746030,Savings,154576,Active,11/13/2022
ACC01035,U04322,B013,742255581972,Savings,248452,Active,4/7/2014
ACC01036,U04290,B014,935596983752,Savings,499289,Active,10/30/2011
ACC01037,U01845,B009,698557888202,Savings,419943,Active,11/23/2016
ACC01038,U01732,B017,699731496009,Savings,27334,Active,7/13/2012
ACC01039,U02538,B004,169991137946,Savings,382478,Active,2/15/2021
ACC01040,U04060,B002,288800169684,Savings,258620,Active,4/28/2015
ACC01041,U02997,B003,223942786463,Savings,471386,Active,11/18/2014
ACC01042,U04437,B028,642326513806,Savings,453202,Active,10/22/2019
ACC01043,U00499,B026,963414970222,Savings,274258,Active,8/6/2019
ACC01044,U04543,B029,347885543303,Savings,42858,Active,8/2/2014
ACC01045,U03336,B030,833872928347,Savings,463998,Active,1/5/2013
ACC01046,U04453,B016,541514904460,Savings,313078,Active,3/13/2011
ACC01047,U00441,B018,688985471756,Savings,409651,Active,1/31/2023
ACC01048,U00561,B022,634436141024,Savings,270834,Active,5/14/2011
ACC01049,U03059,B021,130747594252,Savings,159184,Active,9/29/2021
ACC01050,U03259,B016,691813120800,Savings,83006,Inactive,3/29/2016
ACC01051,U01119,B022,241100518660,Savings,419187,Active,9/5/2010
ACC01052,U00465,B025,258111734715,Savings,357364,Active,1/18/2020
ACC01053,U01438,B005,947137377928,Savings,274751,Active,2/5/2015
ACC01054,U00764,B028,935716388600,Savings,63613,Active,4/2/2015
ACC01055,U03966,B013,829064309610,Savings,134887,Active,1/13/2020
ACC01056,U01117,B013,761843839790,Savings,494650,Active,9/13/2014
ACC01057,U04452,B027,928037654706,Savings,488004,Active,1/18/2015
ACC01058,U04377,B007,448200025085,Savings,151111,Active,3/12/2011
ACC01059,U00021,B020,128705806438,Savings,19736,Active,1/15/2019
ACC01060,U01034,B021,491021947578,Savings,288344,Active,4/13/2014
ACC01061,U03808,B005,816104358438,Savings,26173,Active,11/15/2019
ACC01062,U03575,B003,248865398518,Savings,75388,Active,8/22/2017
ACC01063,U00804,B020,845758888876,Savings,385629,Active,3/13/2020
ACC01064,U04097,B014,808107851248,Savings,190654,Active,12/1/2011
ACC01065,U00204,B009,954768088933,Savings,184451,Active,3/27/2010
ACC01066,U03081,B010,252897542213,Savings,318359,Active,7/14/2012
ACC01067,U02227,B027,730287133659,Savings,332881,Active,9/6/2011
ACC01068,U00098,B026,670335641610,Savings,337650,Active,7/11/2013
ACC01069,U00287,B026,845342821451,Savings,154538,Active,12/31/2012
ACC01070,U00019,B028,570634102001,Savings,182818,Active,3/17/2016
ACC01071,U01332,B022,866470427746,Savings,321824,Active,8/10/2013
ACC01072,U03469,B018,368160132052,Savings,97890,Active,9/3/2017
ACC01073,U01933,B020,652625891308,Savings,490982,Active,9/12/2011
ACC01074,U01229,B024,794535476829,Savings,237707,Active,7/1/2010
ACC01075,U04311,B009,273191248395,Savings,148066,Active,11/13/2016
ACC01076,U02963,B014,177227249453,Savings,68489,Active,1/24/2017
ACC01077,U04539,B003,614589562798,Savings,339747,Active,2/13/2018
ACC01078,U01906,B015,661188697884,Current,87223,Active,8/12/2012
ACC01079,U00202,B025,104391425096,Savings,242179,Inactive,6/25/2020
ACC01080,U03565,B026,613566592535,Savings,258099,Active,2/5/2016
ACC01081,U04137,B025,294228531352,Savings,74158,Active,4/6/2018
ACC01082,U02865,B014,725196067422,Savings,456946,Active,5/30/2011
ACC01083,U02953,B010,267186561641,Savings,94774,Active,1/23/2015
ACC01084,U04956,B028,104071254375,Current,98974,Active,4/7/2016
ACC01085,U03693,B010,142865271711,Savings,253438,Active,10/18/2020
ACC01086,U03233,B007,313071491372,Savings,120219,Active,6/25/2010
ACC01087,U02524,B030,680215019865,Savings,87382,Active,4/24/2011
ACC01088,U02721,B006,863589356971,Savings,209130,Active,11/23/2022
ACC01089,U02042,B007,356991662621,Savings,266064,Active,3/3/2016
ACC01090,U01072,B002,728007049795,Savings,139822,Active,12/1/2016
ACC01091,U04432,B022,819317545110,Savings,4828,Active,9/23/2019
ACC01092,U04712,B029,142217452734,Current,307376,Active,7/6/2018
ACC01093,U01188,B003,828575430901,Savings,185855,Active,8/23/2015
ACC01094,U03682,B026,770468112315,Savings,315927,Active,9/5/2013
ACC01095,U01741,B022,203170392129,Savings,207581,Active,12/24/2013
ACC01096,U01853,B018,813155489088,Savings,407904,Active,2/5/2010
ACC01097,U03103,B018,917740077060,Savings,343345,Active,12/20/2010
ACC01098,U04581,B026,238408280861,Savings,253171,Active,6/24/2019
ACC01099,U03669,B029,237686396854,Savings,211915,Active,10/12/2012
ACC01100,U02302,B019,941671379725,Savings,310477,Active,4/17/2021
ACC01101,U04485,B006,450648586841,Savings,322610,Active,2/14/2013
ACC01102,U01736,B003,222909387167,Savings,426970,Active,10/3/2014
ACC01103,U00783,B004,149861153043,Savings,211561,Active,12/14/2017
ACC01104,U01970,B003,719976759728,Savings,15976,Active,12/21/2010
ACC01105,U00246,B001,531613512160,Savings,460629,Active,9/14/2015
ACC01106,U02638,B022,840956295404,Savings,299841,Active,12/6/2013
ACC01107,U02131,B029,845263868664,Savings,422976,Inactive,5/13/2013
ACC01108,U01087,B019,405245813855,Savings,384769,Active,2/14/2012
